time_s,hip_fl_deg,hip_fl_cmd,knee_fl_deg,knee_fl_cmd,hip_fr_deg,hip_fr_cmd,knee_fr_deg,knee_fr_cmd,hip_rl_deg,hip_rl_cmd,knee_rl_deg,knee_rl_cmd,hip_rr_deg,hip_rr_cmd,knee_rr_deg,knee_rr_cmd
3.7,24.0669248035071,24,180,180,28.4707769359649,28,180,180,29.1658043293556,29,170.734726658915,171,31.6819527483071,32,175.757857242274,176
3.725,25.7776238085643,26,180,180,26.7727511563818,27,180,180,27.6249113085105,28,169.609165075263,170,31.8564898706057,32,177.393356529985,177
3.75,27.5995927392434,28,180,180,25.2278495826615,25,180,180,26.2346799192302,26,168.333138135344,168,32.3687714213079,32,179.001482313471,179
3.775,27.5570579094191,28,180,180,24.1699775806128,24,180,180,26.2344796956982,26,168.2415001062,168,33.8206970342788,34,180,180
3.8,26.9241808364584,27,180,180,24.3529107057391,24,180,180,27.2318743136502,27,169.28474410266,169,35.7231014917369,36,180,180
3.825,26.4111173191507,26,180,180,25.4878454971022,25,180,180,28.524627944984,29,170.562173040997,171,36.8817826355118,37,179.165239002099,179
3.85,25.6057837823594,26,180,180,27.106659218906,27,180,180,28.5059152926124,29,171.15965768513,171,35.9181012554501,36,178.178448720956,178
3.875,24.7040168544689,25,180,180,28.9450244292752,29,180,180,28.7546298915971,29,172.281309922502,172,34.9036605130998,35,177.380962932919,177
3.9,23.9249549102322,24,180,180,30.8346813651399,31,180,180,29.340555129555,29,172.937224106985,173,34.0459098923627,34,176.433627050693,176
3.925,23.500415192181,24,180,180,32.7871712583246,33,180,180,30.5625339477153,31,173.59796315102,174,33.7305540318465,34,175.014715114865,175
3.95,23.2294321407135,23,179.539460018695,180,34.7416173296037,35,180,180,32.2595991467329,32,174.52311158907,175,33.7215421520095,34,173.420060918541,173
3.975,22.6167690246432,23,178.487830751647,178,36.5553901331668,37,180,180,33.6298221871311,34,175.766856072459,176,32.9838410784083,33,172.18318419854,172
4,21.9470882708685,22,177.268142514344,177,38.4183722334054,38,180,180,34.4859545559536,34,176.651283882099,177,32.2838808485886,32,171.091062557955,171
4.025,21.2609504502835,21,176.126033793953,176,40.2730645915775,40,180,180,35.4297102182672,35,177.380889832292,177,31.7154845053239,32,169.860293863173,170
4.05,20.7198885871974,21,175.060157914049,175,42.1828134359313,42,180,180,36.8443594405271,37,177.744755146407,178,31.6604621408933,32,168.138430569311,168
4.075,20.17932467642,20,174.123760264676,174,44.0272310636378,44,180,180,38.5430662403982,39,178.267807972088,178,31.7850317637453,32,166.297453723834,166
4.1,19.5536475234784,20,173.079687800989,173,45.7981442662289,46,180,180,39.8633562412202,40,178.854660987097,179,31.6311773479352,32,164.665456572924,165
4.125,19.1370023029502,19,171.799704142449,172,46.9446291007925,47,180,180,41.4255475972192,41,179.121420695574,179,31.6508308641954,32,163.374671420067,163
4.15,18.7911777712154,19,173.307931129118,173,45.4330462864946,45,180,180,40.7337453919998,41,178.118479461525,178,30.3171336156317,30,161.846346673551,162
4.175,18.9970585430611,19,174.858722204432,175,43.8841420023912,44,180,180,39.4748028298684,39,177.515000147714,178,29.6949489589654,30,163.04186535348,163
4.2,19.4147672042686,19,176.601722316304,177,42.386102010299,42,180,180,38.2339269789013,38,176.867065463279,177,29.7246582628053,30,164.512907607536,165
4.225,19.8939495053553,20,178.359257996508,178,40.8772861002854,41,180,180,36.9841629502476,37,176.139792184703,176,29.948169239612,30,166.007334470043,166
4.25,20.3880859702928,20,180,180,39.3307464502764,39,180,180,35.6862395581461,36,175.354041180383,175,30.1887677277812,30,167.551884944876,168
4.275,20.9542501326357,21,180,180,37.7404319688885,38,180,180,34.3337712461265,34,174.51689820769,175,30.4389650645648,30,169.127046924238,169
4.3,21.612293116748,22,180,180,36.1028408443464,36,180,180,32.9255090857117,33,173.63256520143,174,30.6845581948608,31,170.730135858452,171
4.325,22.3758028376019,22,180,180,34.4153217387768,34,180,180,31.4610590446385,31,172.701769980737,173,30.9077375840101,31,172.35681873239,172
4.35,23.4871828233477,23,180,180,32.6935458445854,33,180,180,29.9678078793564,30,171.71048076786,172,31.1741057312537,31,173.981569931351,174
4.375,24.975618319252,25,180,180,30.9371302433566,31,180,180,28.4412616475842,28,170.661709536401,171,31.4181340798578,31,175.614952016751,176
4.4,26.7558368047483,27,180,180,29.1668075374097,29,180,180,26.9120938381997,27,169.532116590003,170,31.7010190296142,32,177.22959197311,177
4.425,28.6835143766192,29,180,180,27.4662562949952,27,180,180,25.4614350340866,25,168.245503741835,168,32.0784684573165,32,178.826784064488,179
4.45,28.4053052481044,28,180,180,26.0411174352654,26,180,180,25.6938041573345,26,168.724601806294,169,33.1959027417284,33,179.945611795953,180
4.475,27.6400908070501,28,180,180,26.4168510934598,26,180,180,26.7440381803487,27,170.107427929097,170,34.9658343550444,35,180,180
4.5,27.0835718079523,27,180,180,27.9962059036195,28,180,180,27.7946930330033,28,171.494998020937,171,36.8789994794913,37,180,180
4.525,26.5088944025286,27,180,180,29.8619368534428,30,180,180,28.8320582597415,29,172.986716592189,173,38.6918185276912,39,180,180
4.55,25.584873852161,26,180,180,31.6761373594598,32,180,180,27.8952361084098,28,172.276871848373,172,37.6852872760127,38,179.988310995958,180
4.575,24.5597960890813,25,180,180,33.482095643463,33,180,180,28.1107927049056,28,173.144142447059,173,36.6399512553639,37,179.244307498069,179
4.6,23.7738462083003,24,180,180,35.3822839113059,35,180,180,28.8168243755404,29,173.466712560649,173,35.8043238192641,36,178.27676014249,178
4.625,23.3657309833461,23,179.114845799555,179,37.3189100184568,37,180,180,30.1378008961028,30,173.967760560277,174,35.4591938669747,35,176.864308117614,177
